Season,Player,Pos,Age,Tm,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,RPG,APG,SPG,BPG,TOPG,PFPG,PPG,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2017,Ben McLemore,SG,24,MEM,56,17,19.5,2.8,6.7,0.421,1,2.8,0.346,0.495,0.9,1.1,0.828,2.5,0.9,0.7,0.3,1.1,2.5,7.5,9.7,0.526,19,-0.2,0.7,0.5,0.023,-2.9,-1,-3.9,-0.5
2017,Josh McRoberts,PF,30,DAL,2,0,3,0,0.5,0,0,0.5,0,0,0,0,,0,0,0,0,0,1,0,-12.5,0,7.6,0,0,0,-0.19,-17.9,-3.6,-21.4,0
2017,Jodie Meeks,SG,30,WAS,77,0,14.5,2,5.1,0.399,0.9,2.7,0.343,0.491,1.3,1.5,0.863,1.6,0.9,0.4,0.1,0.5,0.7,6.3,12.4,0.548,19,1.3,0.8,2,0.087,-0.3,-0.8,-1.1,0.3
2017,Salah Mejri,C,31,DAL,61,1,12,1.4,2.2,0.642,0,0,0,0.642,0.6,1.1,0.576,4,0.6,0.4,1.1,0.6,2,3.5,17.8,0.644,12.8,1.3,1.3,2.7,0.175,-2,2.8,0.7,0.5
2017,Jordan Mickey,PF,23,MIA,23,3,12.3,1.7,3.6,0.476,0.1,0.7,0.125,0.488,0.6,0.8,0.684,3.5,0.4,0.3,0.4,0.8,1.6,4,10.6,0.515,17.1,-0.1,0.4,0.3,0.054,-5.2,-0.3,-5.6,-0.3
2017,Khris Middleton,SF,26,MIL,82,82,36.4,7.2,15.5,0.466,1.8,5,0.359,0.524,3.9,4.4,0.884,5.2,4,1.5,0.3,2.3,3.3,20.1,17.4,0.577,24.6,4.6,2.3,6.9,0.111,0.8,-0.8,0,1.5
2017,C.J. Miles,SF,30,TOR,70,3,19.1,3.2,8.6,0.379,2.3,6.5,0.361,0.516,1.2,1.4,0.835,2.2,0.8,0.5,0.3,0.6,1.9,10,13,0.545,22.3,1.4,1.5,2.9,0.103,1,-0.7,0.3,0.8
2017,Darius Miller,SF,27,NOP,82,3,23.7,2.6,5.9,0.444,1.8,4.4,0.411,0.594,0.7,0.8,0.866,2,1.4,0.3,0.2,0.7,2,7.8,9.3,0.617,12.8,2.1,0.9,3,0.075,-1.1,-0.8,-1.9,0.1
2017,Malcolm Miller,SF,24,TOR,15,4,8.4,0.9,1.9,0.464,0.5,1.4,0.381,0.607,0.3,0.3,1,1,0.2,0.1,0.1,0.3,0.7,2.5,8.9,0.638,12.1,0.1,0.1,0.2,0.087,-0.8,-0.2,-1,0
2017,Patty Mills,PG,29,SAS,82,36,25.7,3.4,8.3,0.411,1.9,5,0.372,0.523,1.3,1.4,0.89,1.9,2.8,0.7,0.1,1.3,1.6,10,11.8,0.558,17.8,2,2.1,4.1,0.093,-0.6,-0.4,-1,0.5
2017,Paul Millsap,PF,32,DEN,38,37,30.1,5.3,11.4,0.464,1,3,0.345,0.509,2.9,4.2,0.696,6.4,2.8,1,1.2,1.9,2.6,14.6,17,0.549,22,1.4,1.1,2.5,0.107,0.4,0,0.4,0.7
2017,Nikola Mirotić,PF,26,TOT,55,14,27.2,5.6,12.4,0.447,2.5,6.5,0.377,0.546,2,2.5,0.818,7.4,1.5,0.8,0.7,1.1,2,15.6,18.7,0.577,23.4,2.2,1.8,4,0.128,2.5,-0.3,2.2,1.6
2017,Nikola Mirotić,PF,26,CHI,25,3,24.9,5.7,12.1,0.474,2.8,6.4,0.429,0.588,2.6,3.2,0.823,6.4,1.6,0.6,0.5,1.2,1.8,16.8,18.7,0.577,23.4,2.2,1.8,4,0.128,2.5,-0.3,2.2,1.6
2017,Nikola Mirotić,PF,26,NOP,30,11,29.1,5.4,12.7,0.427,2.2,6.6,0.335,0.513,1.6,1.9,0.81,8.2,1.4,1,0.9,1,2.1,14.6,18.7,0.577,23.4,2.2,1.8,4,0.128,2.5,-0.3,2.2,1.6
2017,Donovan Mitchell,SG,21,UTA,79,71,33.4,7.5,17.2,0.437,2.4,7,0.34,0.506,3,3.8,0.805,3.7,3.7,1.5,0.3,2.7,2.7,20.5,16.7,0.541,29.1,1.4,3.8,5.2,0.095,0.9,0.3,1.2,2.2
2017,Naz Mitrou-Long,SG,24,UTA,1,0,1,1,1,1,1,1,1,1.5,0,0,,0,0,0,0,0,0,3,133.8,1.5,45,0.1,0,0.1,2.712,199.4,42.7,242.2,0
2017,Malik Monk,SG,19,CHO,63,0,13.6,2.4,6.7,0.36,1.3,3.9,0.342,0.458,0.5,0.6,0.842,1,1.4,0.3,0.1,0.8,1,6.7,10.3,0.477,24.9,-0.5,0.5,0,0,-1.3,-2,-3.4,-0.3
2017,Greg Monroe,C,27,TOT,51,14,20.4,4.3,7.6,0.565,0,0,,0.565,1.7,2.3,0.739,6.9,2.2,0.9,0.5,1.8,1.9,10.3,21.2,0.598,22.4,1.8,1.6,3.4,0.155,1.3,1,2.2,1.1
2017,Greg Monroe,C,27,MIL,5,0,15.8,3.2,6.6,0.485,0,0,,0.485,0.4,0.8,0.5,5,1,0,0,1.2,1.4,6.8,21.2,0.598,22.4,1.8,1.6,3.4,0.155,1.3,1,2.2,1.1
2017,Greg Monroe,C,27,PHO,20,14,23.3,4.9,7.8,0.626,0,0,,0.626,1.6,2.3,0.674,8,2.5,0.8,0.3,2,2,11.3,21.2,0.598,22.4,1.8,1.6,3.4,0.155,1.3,1,2.2,1.1
2017,Greg Monroe,C,27,BOS,26,0,19.1,4,7.6,0.53,0,0,,0.53,2.1,2.7,0.797,6.3,2.3,1.1,0.7,1.8,1.8,10.2,21.2,0.598,22.4,1.8,1.6,3.4,0.155,1.3,1,2.2,1.1
2017,Luis Montero,SG,24,DET,2,0,4,0,0.5,0,0,0,,0,0,0,,1,0,0,0,1,0,0,-15.5,0,16.6,-0.1,0,-0.1,-0.445,-19,-6.6,-25.6,0
2017,Ben Moore,PF,22,IND,2,0,4.5,0,0,,0,0,,,0,0,,0.5,0.5,0,0,0,2,0,-2.3,0,0,0,0,0,0.072,-10.5,1.3,-9.3,0
2017,E'Twaun Moore,SG,28,NOP,82,80,31.5,5.2,10.1,0.508,1.6,3.7,0.425,0.585,0.6,0.8,0.706,2.9,2.3,1,0.1,1.2,2.2,12.5,12.1,0.593,16.1,2.8,1.6,4.4,0.081,-1,-0.5,-1.6,0.3
2017,Eric Moreland,PF,26,DET,67,3,12,1,1.8,0.541,0,0,,0.541,0.2,0.4,0.379,4.1,1.2,0.5,0.8,0.6,1.7,2.1,13.9,0.531,9.7,0.7,1.6,2.3,0.135,-2.8,3.3,0.5,0.5
2017,Jaylen Morris,SG,22,ATL,6,0,16.3,2.2,5.3,0.406,0.3,1.7,0.2,0.438,0,0,,2.7,1.2,0.3,0.2,1,0.3,4.7,6.5,0.438,16.9,-0.2,0.1,-0.1,-0.053,-4.4,-1,-5.4,-0.1
2017,Marcus Morris,PF,28,BOS,54,21,26.7,4.9,11.3,0.429,1.6,4.3,0.368,0.499,2.3,2.9,0.805,5.4,1.3,0.6,0.2,1.2,1.9,13.6,14.5,0.541,23,1.1,2.2,3.2,0.108,-0.1,-0.1,-0.1,0.7
2017,Markieff Morris,PF,28,WAS,73,73,27,4.5,9.4,0.48,1,2.8,0.367,0.536,1.4,1.8,0.82,5.6,1.9,0.8,0.5,1.7,3,11.5,13.2,0.566,19.5,1.2,2.1,3.3,0.08,-1.3,0.1,-1.3,0.4
2017,Monte Morris,PG,22,DEN,3,0,8.3,1.3,2,0.667,0,0.3,0,0.667,0.7,0.7,1,0.7,2.3,1,0,0.3,0.3,3.3,27.1,0.727,13.7,0.1,0,0.2,0.312,4.3,5,9.4,0.1
2017,Johnathan Motley,PF,22,DAL,11,4,16,3.6,6.8,0.533,0.1,0.5,0.167,0.54,1.4,2.5,0.536,4.5,0.6,0.3,0.2,0.8,1.6,8.7,17.2,0.55,24.9,0.1,0.2,0.3,0.084,-1.3,-2,-3.3,-0.1
2017,Timofey Mozgov,C,31,BRK,31,13,11.6,1.7,3,0.559,0.1,0.6,0.222,0.581,0.7,1,0.767,3.2,0.4,0.2,0.4,1.1,1.3,4.2,12.3,0.617,16.8,0.1,0.3,0.4,0.055,-3.3,-0.6,-3.9,-0.2
2017,Emmanuel Mudiay,PG,21,TOT,64,14,19.5,3.2,8.2,0.388,0.7,2.3,0.318,0.433,1.5,2,0.76,2.4,3.2,0.6,0.2,1.8,1.3,8.6,11.5,0.474,24.4,-0.8,0.7,0,-0.002,-2.1,-1.8,-3.9,-0.6
2017,Emmanuel Mudiay,PG,21,DEN,42,0,17.9,3.1,7.7,0.401,0.9,2.4,0.373,0.46,1.5,1.9,0.808,2.2,2.9,0.5,0.1,1.7,1.1,8.5,11.5,0.474,24.4,-0.8,0.7,0,-0.002,-2.1,-1.8,-3.9,-0.6
2017,Emmanuel Mudiay,PG,21,NYK,22,14,22.4,3.4,9.3,0.368,0.4,2.1,0.196,0.39,1.6,2.3,0.686,2.6,3.9,0.9,0.3,1.9,1.5,8.8,11.5,0.474,24.4,-0.8,0.7,0,-0.002,-2.1,-1.8,-3.9,-0.6
2017,Shabazz Muhammad,SF-SG,25,TOT,43,2,9.7,2,4.4,0.447,0.2,0.6,0.259,0.465,0.9,1.2,0.78,1.8,0.3,0.2,0.1,0.1,0.7,5,15.4,0.51,23,0.5,0.2,0.7,0.081,-0.3,-2.3,-2.5,-0.1
2017,Shabazz Muhammad,SF,25,MIN,32,2,9.4,1.5,3.8,0.388,0.1,0.6,0.211,0.405,0.7,1,0.71,1.4,0.2,0.2,0.1,0.2,0.7,3.8,15.4,0.51,23,0.5,0.2,0.7,0.081,-0.3,-2.3,-2.5,-0.1
2017,Shabazz Muhammad,SG,25,MIL,11,0,10.6,3.4,6.1,0.552,0.3,0.7,0.375,0.575,1.5,1.7,0.895,2.8,0.6,0.4,0.1,0.1,0.6,8.5,15.4,0.51,23,0.5,0.2,0.7,0.081,-0.3,-2.3,-2.5,-0.1
2017,Xavier Munford,SG,25,MIL,6,0,3.5,0.2,1,0.167,0,0.3,0,0.167,0.2,0.3,0.5,0.2,0.7,0.2,0,0.3,0.7,0.5,-2.1,0.218,19.1,-0.1,0,-0.1,-0.197,-9.3,-2,-11.3,0
2017,Dejounte Murray,PG,21,SAS,81,48,21.5,3.3,7.5,0.443,0.1,0.4,0.265,0.451,1.3,1.8,0.709,5.7,2.9,1.2,0.4,1.7,1.9,8.1,15.1,0.485,20.7,-0.2,3.4,3.2,0.087,-1.6,2.2,0.5,1.1
2017,Jamal Murray,PG,20,DEN,81,80,31.7,5.9,13.1,0.451,2,5.4,0.378,0.529,2.8,3.1,0.905,3.7,3.4,1,0.3,2.1,2.1,16.7,16.1,0.576,22.8,4.3,1.2,5.5,0.103,1.2,-1.5,-0.3,1.1
2017,Mike Muscala,C,26,ATL,53,7,20,2.7,5.9,0.458,1.2,3.2,0.371,0.558,1.1,1.2,0.919,4.3,1,0.6,0.5,0.8,1.5,7.6,14.4,0.597,15.7,1.5,0.9,2.4,0.109,0.3,0.1,0.3,0.6
2017,Abdel Nader,SF,24,BOS,48,1,10.9,1,3.1,0.336,0.5,1.4,0.354,0.413,0.5,0.8,0.59,1.5,0.5,0.3,0.2,0.7,0.9,3,5.1,0.439,17.1,-0.9,0.8,-0.1,-0.014,-5.5,0.2,-5.3,-0.4
2017,Larry Nance Jr.,C,25,TOT,66,27,21.5,3.6,6.3,0.581,0,0.2,0.167,0.584,1.4,2.1,0.664,6.8,1.2,1.3,0.6,0.8,2.6,8.7,20.2,0.605,15.9,3.5,2.3,5.8,0.196,0.9,1.5,2.4,1.6
2017,Larry Nance Jr.,C,25,LAL,42,17,22,3.6,6,0.601,0,0.1,0.25,0.603,1.3,2.1,0.632,6.8,1.4,1.4,0.5,1,2.7,8.6,20.2,0.605,15.9,3.5,2.3,5.8,0.196,0.9,1.5,2.4,1.6
2017,Larry Nance Jr.,C,25,CLE,24,10,20.8,3.7,6.7,0.55,0,0.3,0.125,0.553,1.5,2.1,0.72,7,1,1.2,0.8,0.4,2.5,8.9,20.2,0.605,15.9,3.5,2.3,5.8,0.196,0.9,1.5,2.4,1.6
2017,Shabazz Napier,PG,26,POR,74,10,20.7,3,7.2,0.42,1.1,2.9,0.376,0.497,1.6,1.9,0.841,2.3,2,1.1,0.2,1.2,1.1,8.7,14.2,0.544,19.5,1.2,2,3.2,0.101,-0.7,1.4,0.7,1
2017,Jameer Nelson,PG,35,TOT,50,0,20.3,1.9,4.9,0.389,0.8,2.5,0.331,0.473,0.3,0.4,0.8,2.1,3.6,0.5,0.1,1.3,1.6,4.9,8.1,0.489,13.7,-0.1,0.7,0.6,0.028,-2.9,-0.4,-3.3,-0.3
2017,Jameer Nelson,PG,35,NOP,43,0,20.9,2,4.8,0.41,0.9,2.6,0.364,0.507,0.3,0.4,0.765,2.2,3.6,0.5,0.1,1.3,1.6,5.1,8.1,0.489,13.7,-0.1,0.7,0.6,0.028,-2.9,-0.4,-3.3,-0.3
2017,Jameer Nelson,PG,35,DET,7,0,16.6,1.6,5.6,0.282,0.1,2,0.071,0.295,0.4,0.4,1,1.1,3.3,0.6,0.1,1.6,2,3.7,8.1,0.489,13.7,-0.1,0.7,0.6,0.028,-2.9,-0.4,-3.3,-0.3
2017,Raul Neto,PG,25,UTA,41,0,12.1,1.7,3.7,0.457,0.5,1.1,0.404,0.52,0.6,0.9,0.743,1.2,1.8,0.3,0.1,0.9,0.9,4.5,11.9,0.55,18.3,0.3,0.6,0.9,0.086,-1.6,0.2,-1.4,0.1
2017,Georges Niang,PF,24,UTA,9,0,3.6,0.4,1.2,0.364,0,0.4,0,0.364,0.1,0.2,0.5,1,0.3,0.2,0,0.3,0.1,1,9.2,0.379,20.9,-0.1,0.1,0,-0.029,-4.9,0.9,-4,0
2017,Joakim Noah,C,32,NYK,7,0,5.7,0.7,1.4,0.5,0,0,,0.5,0.3,0.6,0.5,2,0.6,0.3,0.3,0.6,0.7,1.7,15.6,0.51,17.2,0,0.1,0.1,0.072,-2.5,1.7,-0.8,0
2017,Nerlens Noel,C,23,DAL,30,6,15.7,1.8,3.5,0.524,0,0,0,0.524,0.7,0.9,0.75,5.6,0.7,1,0.7,0.9,2,4.4,16.2,0.558,13.8,0.4,1,1.3,0.135,-2.2,2.7,0.5,0.3
2017,Lucas Nogueira,C,25,TOR,49,3,8.5,1,1.6,0.613,0.1,0.4,0.263,0.644,0.4,0.6,0.679,1.8,0.4,0.5,0.9,0.3,1,2.5,17.3,0.661,11.4,0.7,1,1.6,0.188,0.1,5,5.2,0.8
2017,Dirk Nowitzki,C,39,DAL,77,77,24.7,4.5,9.8,0.456,1.8,4.4,0.409,0.547,1.3,1.4,0.898,5.7,1.6,0.6,0.6,0.7,1.9,12,16.7,0.575,20.5,2.6,2.2,4.8,0.121,1.7,0.6,2.3,2.1
2017,Frank Ntilikina,PG,19,NYK,78,9,21.9,2.3,6.4,0.364,0.6,2,0.318,0.414,0.6,0.9,0.721,2.3,3.2,0.8,0.2,1.7,2.3,5.9,7,0.437,16.9,-2,1.1,-0.9,-0.026,-4.5,-0.5,-5,-1.3
2017,Jusuf Nurkić,C,23,POR,79,79,26.4,6.1,12,0.505,0,0.1,0,0.505,2.2,3.5,0.63,9,1.8,0.8,1.4,2.3,3.1,14.3,19.2,0.528,26.4,0.8,3.9,4.7,0.108,-1.1,1.1,0,1.1
2017,David Nwaba,SG,25,CHI,70,21,23.5,2.9,6,0.478,0.3,0.7,0.346,0.499,1.9,2.9,0.655,4.7,1.5,0.8,0.4,1.1,2.3,7.9,12.2,0.542,15.6,1.1,1.4,2.4,0.071,-2.7,0.2,-2.5,-0.2
2017,Johnny O'Bryant,PF,24,CHO,36,0,10.5,1.9,4.8,0.398,0.4,1.2,0.326,0.439,0.6,0.7,0.84,2.6,0.4,0.3,0.2,0.4,1.3,4.8,11.9,0.47,22.5,-0.1,0.4,0.3,0.038,-2.9,-1.5,-4.4,-0.2
2017,Royce O'Neale,SF,24,UTA,69,4,16.7,1.7,4.1,0.423,0.6,1.7,0.356,0.496,0.9,1.1,0.803,3.4,1.4,0.5,0.2,0.8,1.5,5,10.8,0.54,14.6,0.5,1.8,2.4,0.099,-2,1.8,-0.2,0.5
2017,Kyle O'Quinn,C,27,NYK,77,10,18,2.9,5,0.583,0.1,0.2,0.235,0.589,1.3,1.6,0.772,6.1,2.1,0.5,1.3,1.3,2.5,7.1,20,0.625,17,2.7,2.1,4.8,0.166,0.4,2.6,3.1,1.8
2017,Semi Ojeleye,PF,23,BOS,73,0,15.8,0.9,2.6,0.346,0.5,1.7,0.32,0.452,0.3,0.6,0.61,2.2,0.3,0.3,0.1,0.3,1.2,2.7,4.6,0.473,9,-0.2,1.3,1.2,0.048,-4.6,-0.1,-4.7,-0.8
2017,Emeka Okafor,C,35,NOP,26,19,13.6,1.8,3.7,0.505,0,0,,0.505,0.7,0.8,0.818,4.6,0.3,0.3,1,0.5,1.2,4.4,16.4,0.545,14.4,0.5,0.5,1,0.14,-1.1,-0.2,-1.2,0.1
2017,Jahlil Okafor,C,22,TOT,28,0,12.6,2.8,4.9,0.558,0,0.1,0.25,0.562,0.8,1,0.724,3,0.4,0.1,0.6,0.8,1.8,6.3,15.3,0.584,21,0.3,0.3,0.6,0.083,-1.8,0,-1.7,0
2017,Jahlil Okafor,C,22,PHI,2,0,12.5,2,4.5,0.444,0,0,,0.444,1,2,0.5,4.5,0.5,0,1,1.5,3.5,5,15.3,0.584,21,0.3,0.3,0.6,0.083,-1.8,0,-1.7,0
2017,Jahlil Okafor,C,22,BRK,26,0,12.6,2.8,5,0.566,0,0.2,0.25,0.57,0.7,1,0.76,2.9,0.4,0.1,0.6,0.7,1.7,6.4,15.3,0.584,21,0.3,0.3,0.6,0.083,-1.8,0,-1.7,0
2017,Victor Oladipo,SG,25,IND,75,75,34,8.5,17.9,0.477,2.1,5.8,0.371,0.537,3.9,4.9,0.799,5.2,4.3,2.4,0.8,2.9,2.3,23.1,23.1,0.577,30.1,4.3,4,8.2,0.155,4.1,1.7,5.8,5
2017,Kelly Olynyk,PF,26,MIA,76,22,23.4,4.2,8.4,0.497,1.4,3.7,0.379,0.58,1.8,2.3,0.77,5.7,2.7,0.8,0.5,1.9,2.9,11.5,17.8,0.612,21.7,2.8,2.7,5.5,0.148,1.1,1.2,2.3,1.9
2017,Chinanu Onuaku,C,21,HOU,1,0,22,2,5,0.4,0,0,,0.4,0,0,,4,1,0,0,3,4,4,-3.2,0.4,16.1,-0.1,0,-0.1,-0.147,-13,-1.7,-14.7,-0.1
2017,Cedi Osman,SF,22,CLE,61,12,11,1.5,3,0.484,0.5,1.4,0.368,0.57,0.4,0.8,0.565,2,0.7,0.4,0,0.5,1.3,3.9,11,0.577,15.7,0.5,0.4,0.9,0.064,-2.1,-0.7,-2.9,-0.1
2017,Kelly Oubre Jr.,SF,22,WAS,81,11,27.5,3.9,9.8,0.403,1.6,4.6,0.341,0.482,2.4,2.9,0.82,4.5,1.2,1,0.4,1.1,2.9,11.8,11.9,0.534,19.4,1.4,2.3,3.7,0.08,-1.6,-0.1,-1.7,0.2
2017,Zaza Pachulia,C,33,GSW,69,57,14.1,2.2,3.8,0.564,0,0,0,0.564,1.1,1.3,0.806,4.7,1.6,0.6,0.2,1,1.8,5.4,17,0.612,17,1.8,1.4,3.3,0.161,-0.7,0.7,0,0.5
2017,Marcus Paige,PG,24,CHO,5,0,5.6,0.8,2.8,0.286,0.4,1.6,0.25,0.357,0.4,0.4,1,0.8,0.6,0,0,0,0,2.4,9.1,0.403,23,0,0,0,-0.006,-5.6,-3.2,-8.8,0
2017,Georgios Papagiannis,C,20,TOT,17,0,7.2,1.1,2.5,0.429,0,0,,0.429,0,0,,2.2,0.5,0.2,0.4,0.5,0.7,2.1,12.2,0.429,18.4,-0.1,0.1,0,0.005,-3.9,-0.3,-4.1,-0.1
2017,Georgios Papagiannis,C,20,SAC,16,0,7.4,1.1,2.6,0.415,0,0,,0.415,0,0,,2.3,0.6,0.1,0.4,0.5,0.8,2.1,12.2,0.429,18.4,-0.1,0.1,0,0.005,-3.9,-0.3,-4.1,-0.1
2017,Georgios Papagiannis,C,20,POR,1,0,4,1,1,1,0,0,,1,0,0,,1,0,2,0,0,0,2,12.2,0.429,18.4,-0.1,0.1,0,0.005,-3.9,-0.3,-4.1,-0.1
2017,Jabari Parker,PF,22,MIL,31,3,24,5.2,10.7,0.482,1,2.6,0.383,0.529,1.3,1.7,0.741,4.9,1.9,0.8,0.3,1.5,1.6,12.6,17.1,0.55,24.4,0.6,0.6,1.2,0.08,0.9,-1.7,-0.8,0.2
2017,Tony Parker,PG,35,SAS,55,21,19.5,3.2,7.1,0.459,0.2,0.7,0.27,0.472,1,1.4,0.705,1.7,3.5,0.5,0,1.2,0.9,7.7,12.7,0.498,20.5,0.4,1.1,1.4,0.065,-2.3,-0.9,-3.3,-0.3
2017,Chandler Parsons,SF,29,MEM,36,8,19.2,3,6.5,0.462,1.4,3.4,0.421,0.571,0.5,0.8,0.63,2.5,1.9,0.5,0.3,1,1.5,7.9,13.6,0.578,18.3,0.7,0.4,1.1,0.077,1.2,-0.4,0.8,0.5
2017,Patrick Patterson,PF,28,OKC,82,3,15.5,1.3,3.2,0.398,0.8,2.1,0.386,0.523,0.5,0.6,0.87,2.4,0.7,0.6,0.3,0.4,1.1,3.9,10,0.555,10.8,1.2,1.4,2.6,0.098,-1.2,1,-0.2,0.6
2017,Justin Patton,C,20,MIN,1,0,4,1,2,0.5,0,0,,0.5,0,0,,0,0,1,0,0,1,2,19.8,0.5,22.1,0,0,0,0.151,-2.2,5.4,3.2,0
2017,Brandon Paul,SG,26,SAS,64,2,9,0.9,2,0.433,0.2,0.8,0.278,0.492,0.3,0.7,0.512,1.1,0.6,0.4,0.1,0.5,0.9,2.3,7.4,0.504,13.6,-0.3,0.8,0.5,0.045,-5.1,1.6,-3.5,-0.2
2017,Chris Paul,PG,32,HOU,58,58,31.8,6.3,13.8,0.46,2.5,6.5,0.38,0.55,3.5,3.8,0.919,5.4,7.9,1.7,0.2,2.2,2.4,18.6,24.4,0.604,24.5,7.5,2.7,10.2,0.265,5.2,1.8,7.1,4.2
2017,Adreian Payne,PF,26,ORL,5,0,8.6,1.4,2,0.7,0.4,0.6,0.667,0.8,1,1.2,0.833,1.8,0,0.4,0,0.4,1.2,4.2,18.8,0.831,15,0.1,0,0.2,0.203,1.8,0.6,2.4,0
2017,Cameron Payne,PG,23,CHI,25,14,23.3,3.5,8.6,0.405,1.4,3.6,0.385,0.486,0.5,0.6,0.75,2.8,4.5,1,0.4,1.4,1.8,8.8,14,0.498,19.3,0.3,0.4,0.8,0.063,-0.1,-0.3,-0.4,0.2
2017,Elfrid Payton,PG,23,TOT,63,63,28.7,5.2,10.6,0.493,0.5,1.5,0.326,0.516,1.7,2.7,0.649,4.3,6.2,1.3,0.3,2.7,2.3,12.7,16.5,0.538,21.9,1.4,1.4,2.8,0.075,0.1,-0.3,-0.2,0.8
2017,Elfrid Payton,PG,23,ORL,44,44,28.6,5.4,10.4,0.52,0.6,1.5,0.373,0.547,1.6,2.6,0.632,4,6.3,1.5,0.4,2.6,2.2,13,16.5,0.538,21.9,1.4,1.4,2.8,0.075,0.1,-0.3,-0.2,0.8
2017,Elfrid Payton,PG,23,PHO,19,19,29,4.8,11,0.435,0.3,1.3,0.2,0.447,1.9,2.8,0.685,5.3,6.2,1,0.3,2.8,2.6,11.8,16.5,0.538,21.9,1.4,1.4,2.8,0.075,0.1,-0.3,-0.2,0.8
2017,Gary Payton II,PG,25,TOT,23,6,9.6,1.3,3.2,0.405,0.3,1.1,0.24,0.446,0.1,0.4,0.333,1.9,0.9,0.3,0.1,0.3,1.3,3,9.8,0.443,16.8,0,0.2,0.2,0.041,-3.5,-0.4,-3.9,-0.1
2017,Gary Payton II,PG,25,MIL,12,6,8.8,1.1,2.8,0.394,0.2,1,0.167,0.424,0.2,0.3,0.667,1.4,0.8,0.3,0.1,0.3,1.4,2.5,9.8,0.443,16.8,0,0.2,0.2,0.041,-3.5,-0.4,-3.9,-0.1
2017,Gary Payton II,PG,25,LAL,11,0,10.5,1.5,3.7,0.415,0.4,1.2,0.308,0.463,0.1,0.5,0.167,2.5,1.1,0.4,0.2,0.4,1.2,3.5,9.8,0.443,16.8,0,0.2,0.2,0.041,-3.5,-0.4,-3.9,-0.1
2017,Kendrick Perkins,C,33,CLE,1,0,15,1,2,0.5,0,0,,0.5,1,2,0.5,1,2,1,0,1,1,3,8.4,0.521,11.4,0,0,0,0.026,-4.3,2.1,-2.2,0
2017,London Perrantes,PG,23,CLE,14,0,4.7,0.1,0.9,0.154,0,0.2,0,0.154,0.2,0.4,0.6,0.3,0.4,0.1,0.1,0.1,0.4,0.5,0.7,0.23,10.9,-0.1,0,-0.1,-0.086,-8.3,-0.9,-9.2,-0.1
2017,Alec Peters,PF,22,PHO,20,0,11.3,1.4,3.7,0.378,0.9,2.9,0.31,0.5,0.4,0.5,0.8,1.9,0.6,0.1,0.1,0.2,0.7,4.1,10.7,0.523,15.5,0.2,0,0.3,0.055,-0.5,-2.3,-2.8,0
2017,Marshall Plumlee,C,25,MIL,8,0,6.5,0.1,0.4,0.333,0,0,,0.333,1.5,2,0.75,2.1,0.3,0,0.1,0.4,1.3,1.8,10.9,0.697,11.3,0.1,0,0.2,0.143,-3.9,-0.6,-4.5,0
2017,Mason Plumlee,C,27,DEN,74,26,19.4,3,5,0.601,0,0,0,0.601,1.1,2.4,0.458,5.4,1.9,0.7,1.1,1.4,2.5,7.1,16.9,0.586,16.6,1.8,1.8,3.6,0.12,-1,1.4,0.5,0.9
2017,Miles Plumlee,C,29,ATL,55,35,16.7,1.9,3.3,0.583,0,0,,0.583,0.5,1.1,0.45,4.1,0.8,0.3,0.5,1.1,1.4,4.3,10.6,0.574,12.8,0.1,0.7,0.9,0.046,-3.7,-0.1,-3.8,-0.4
2017,Jakob Poeltl,C,22,TOR,82,0,18.6,3.1,4.7,0.659,0,0,0.5,0.66,0.7,1.2,0.594,4.8,0.7,0.5,1.2,1,2.6,6.9,17.5,0.662,14.8,3.1,2.4,5.6,0.175,-0.7,1.1,0.4,0.9
2017,Quincy Pondexter,SF,29,CHI,23,1,8.5,0.6,2.1,0.286,0.1,1,0.136,0.316,0.6,0.7,0.824,1.2,0.4,0.3,0.1,0.5,1,2,4,0.398,15,-0.3,0.1,-0.2,-0.047,-7,-0.4,-7.4,-0.3
2017,Otto Porter,SF,24,WAS,77,77,31.6,5.8,11.5,0.503,1.8,4.1,0.441,0.581,1.4,1.7,0.828,6.4,2,1.5,0.5,1,2,14.7,18.3,0.602,18.4,5,3.1,8.1,0.161,2.6,1,3.5,3.4
2017,Bobby Portis,PF,22,CHI,73,4,22.5,5.2,11.1,0.471,1.1,3.1,0.359,0.52,1.6,2.1,0.769,6.8,1.7,0.7,0.3,1.4,1.8,13.2,19.7,0.548,26,2,1.5,3.5,0.101,2.2,-1.3,0.8,1.2
2017,Kristaps Porziņģis,PF,22,NYK,48,48,32.4,8.1,18.5,0.439,1.9,4.8,0.395,0.489,4.5,5.7,0.793,6.6,1.2,0.8,2.4,1.9,2.9,22.7,20.4,0.539,31,1.4,1.8,3.2,0.099,1.9,-0.1,1.8,1.5
2017,Dwight Powell,C,26,DAL,79,25,21.2,3.2,5.4,0.593,0.4,1.1,0.333,0.626,1.7,2.3,0.719,5.6,1.2,0.8,0.4,0.7,2.4,8.5,18.8,0.656,15.5,4.6,2.1,6.6,0.191,0.6,1,1.6,1.5
