Season,Player,Pos,Age,Tm,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,RPG,APG,SPG,BPG,TOPG,PFPG,PPG,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2017,Channing Frye,C,34,CLE,44,1,12.4,1.9,3.8,0.497,0.7,2,0.333,0.586,0.3,0.3,0.933,2.5,0.6,0.4,0.3,0.4,1.2,4.8,13.1,0.599,15.2,0.9,0.6,1.5,0.101,-0.5,0,-0.5,0.3
2017,Channing Frye,C,34,LAL,9,0,16.7,2.2,4.8,0.465,1,2.8,0.36,0.57,0.3,0.4,0.75,2.8,1.1,0.1,0.1,0.4,1.7,5.8,13.1,0.599,15.2,0.9,0.6,1.5,0.101,-0.5,0,-0.5,0.3
2017,Markelle Fultz,SG,19,PHI,14,0,18.1,3.2,7.9,0.405,0,0.1,0,0.405,0.7,1.5,0.476,3.1,3.8,0.9,0.3,1.2,1.6,7.1,12.4,0.416,23.1,-0.2,0.4,0.2,0.043,-3.3,0.7,-2.6,0
2017,Danilo Gallinari,SF,29,LAC,21,21,32,4.9,12.2,0.398,1.7,5.3,0.324,0.469,3.9,4.1,0.931,4.8,2,0.6,0.5,1.2,1.4,15.3,13.8,0.545,20.6,0.8,0.4,1.2,0.088,0.4,-0.9,-0.5,0.3
2017,Langston Galloway,SG,26,DET,58,2,14.9,2.2,5.9,0.371,1.3,3.8,0.344,0.481,0.6,0.7,0.805,1.6,1,0.6,0.1,0.3,0.7,6.2,12.2,0.503,19.3,0.5,0.9,1.4,0.08,-0.2,0.2,0.1,0.5
2017,Marc Gasol,C,33,MEM,73,73,33,5.9,14.2,0.42,1.5,4.4,0.341,0.473,3.8,4.6,0.834,8.1,4.2,0.7,1.4,2.7,2.5,17.2,17.4,0.532,25.6,1.5,2.6,4,0.08,1.7,0.6,2.3,2.7
2017,Pau Gasol,C,37,SAS,77,63,23.5,3.7,8.1,0.458,0.6,1.6,0.358,0.492,2.1,2.7,0.756,8,3.1,0.3,1,1.4,1.6,10.1,18.9,0.539,20.4,2.7,3.3,6,0.159,1.5,1.9,3.4,2.5
2017,Rudy Gay,PF,31,SAS,57,6,21.6,4.4,9.4,0.471,0.6,2.1,0.314,0.506,2,2.5,0.772,5.1,1.3,0.8,0.7,1.4,1.7,11.5,18,0.545,24.6,1,2.1,3.1,0.122,0.2,0.6,0.8,0.9
2017,Paul George,SF,27,OKC,79,79,36.6,7.3,17,0.43,3.1,7.7,0.401,0.521,4.3,5.2,0.822,5.7,3.3,2,0.5,2.7,2.9,21.9,18.7,0.57,25.7,5,3.9,8.9,0.147,2.3,0.6,2.9,3.6
2017,Marcus Georges-Hunt,SG,23,MIN,42,0,5.3,0.5,1.1,0.438,0.1,0.4,0.267,0.479,0.3,0.5,0.619,0.4,0.2,0.1,0,0.1,0.8,1.4,6.9,0.515,11.9,0.2,0,0.2,0.049,-4.3,-0.9,-5.1,-0.2
2017,Jonathan Gibson,PG,30,BOS,4,0,10,3.5,5.8,0.609,1.5,3,0.5,0.739,0,0,,0.8,1,0,0,0.8,1.3,8.5,25.4,0.739,29,0.1,0,0.2,0.195,4.9,-0.8,4.1,0.1
2017,Taj Gibson,PF,32,MIN,82,82,33.2,5.2,9,0.577,0.1,0.4,0.2,0.581,1.7,2.3,0.768,7.1,1.2,0.8,0.7,1.1,2.7,12.2,15.4,0.61,14.7,5.4,1.7,7.2,0.126,0.1,-0.7,-0.5,1
2017,Manu Ginóbili,SG,40,SAS,65,0,20,3.1,7.1,0.434,1,3,0.333,0.503,1.7,2,0.84,2.2,2.5,0.7,0.2,1.6,1.9,8.9,12.9,0.553,21.5,0.6,1.6,2.2,0.082,-1.5,0.2,-1.3,0.2
2017,Rudy Gobert,C,25,UTA,56,56,32.4,4.9,7.9,0.622,0,0,,0.622,3.6,5.3,0.682,10.7,1.4,0.8,2.3,1.9,2.7,13.5,20.7,0.657,16.9,4.2,3.9,8.1,0.214,0.9,2.5,3.4,2.5
2017,Aaron Gordon,PF,22,ORL,58,57,32.9,6.5,14.9,0.434,2,5.9,0.336,0.5,2.7,3.9,0.698,7.9,2.3,1,0.8,1.8,1.9,17.6,16.5,0.53,24.7,0.9,2,2.9,0.072,0.9,-0.6,0.3,1.1
2017,Eric Gordon,SG,29,HOU,69,30,31.2,6,14.1,0.428,3.2,8.8,0.359,0.54,2.8,3.5,0.809,2.5,2.2,0.6,0.4,1.9,1.7,18,15.2,0.578,24.7,2.9,1.8,4.7,0.105,2,-1.6,0.4,1.3
2017,Marcin Gortat,C,33,WAS,82,82,25.3,3.5,6.8,0.518,0,0,,0.518,1.3,2,0.675,7.6,1.8,0.5,0.7,1.2,2.1,8.4,14.7,0.546,15.5,2.4,2.4,4.9,0.113,-0.8,0.3,-0.6,0.8
2017,Treveon Graham,SG,24,CHO,63,2,16.7,1.5,3.5,0.434,0.6,1.5,0.412,0.525,0.7,0.9,0.695,1.9,0.9,0.5,0,0.4,1.7,4.3,9,0.553,11.3,1.1,0.7,1.8,0.08,-2.8,0.1,-2.7,-0.2
2017,Jerami Grant,PF,23,OKC,81,1,20.3,3,5.6,0.535,0.4,1.4,0.291,0.57,2,3,0.675,3.9,0.7,0.4,1,0.7,1.9,8.4,16.2,0.607,16,3.5,1.9,5.4,0.156,0,0.3,0.3,1
2017,Jerian Grant,PG,25,CHI,74,26,22.8,2.8,6.8,0.416,0.8,2.5,0.326,0.476,1.9,2.5,0.745,2.3,4.6,0.9,0.1,1.2,1.8,8.4,14.3,0.528,17.4,2.3,1,3.3,0.094,-0.9,-0.5,-1.3,0.3
2017,Josh Gray,PG,24,PHO,5,0,17.2,2.2,8.2,0.268,0.6,2.6,0.231,0.305,1.4,2.2,0.636,2,2.4,1.6,0.4,1.4,1.6,6.4,7.2,0.349,26.1,-0.3,0.1,-0.2,-0.118,-5.2,1,-4.2,0
2017,Danny Green,SG,30,SAS,70,60,25.6,3.1,8,0.387,1.7,4.6,0.363,0.49,0.7,0.9,0.769,3.6,1.6,0.9,1.1,1.1,1.7,8.6,11.4,0.509,16.6,0.1,2.9,2.9,0.078,-1,1.4,0.4,1.1
2017,Draymond Green,PF,27,GSW,70,70,32.7,4,8.8,0.454,1.1,3.7,0.301,0.516,1.9,2.5,0.775,7.6,7.3,1.4,1.3,2.9,2.6,11,16.1,0.556,17.2,2.6,3.4,6.1,0.127,0.9,1.9,2.8,2.8
2017,Gerald Green,SG,32,HOU,41,2,22.7,4.1,10.1,0.407,2.7,7.3,0.369,0.54,1.2,1.5,0.85,3.2,0.6,0.6,0.4,0.8,2.1,12.1,14.1,0.566,22.4,1,1,2.1,0.107,1,-0.8,0.3,0.5
2017,JaMychal Green,PF,27,MEM,55,54,28,4.1,8.9,0.457,0.8,2.3,0.339,0.501,1.5,2,0.721,8.4,1.4,0.6,0.5,1.4,2.8,10.3,14,0.53,17.8,1.3,1.3,2.6,0.079,-0.8,-1.5,-2.3,-0.1
2017,Jeff Green,PF,31,CLE,78,13,23.4,3.8,7.9,0.477,0.7,2.2,0.312,0.52,2.6,3,0.868,3.2,1.3,0.5,0.4,1,1.9,10.8,14.8,0.587,19.3,3.1,0.8,3.9,0.103,-0.3,-1.5,-1.8,0.1
2017,Blake Griffin,PF,28,TOT,58,58,34,7.5,17.2,0.438,1.9,5.6,0.345,0.493,4.5,5.7,0.785,7.4,5.8,0.7,0.3,2.8,2.4,21.4,19.6,0.544,28.9,3.2,1.8,4.9,0.12,3.6,-0.2,3.4,2.7
2017,Blake Griffin,PF,28,LAC,33,33,34.5,7.7,17.5,0.441,1.9,5.7,0.342,0.497,5.2,6.6,0.785,7.9,5.4,0.9,0.3,3,2.4,22.6,19.6,0.544,28.9,3.2,1.8,4.9,0.12,3.6,-0.2,3.4,2.7
2017,Blake Griffin,PF,28,DET,25,25,33.2,7.2,16.7,0.433,1.9,5.4,0.348,0.489,3.5,4.4,0.784,6.6,6.2,0.4,0.4,2.6,2.4,19.8,19.6,0.544,28.9,3.2,1.8,4.9,0.12,3.6,-0.2,3.4,2.7
2017,Daniel Hamilton,SG,22,OKC,6,0,4.7,0.8,1.8,0.455,0.3,0.8,0.4,0.545,0,0,,0.8,1.3,0.2,0,0.3,0.3,2,18.2,0.545,19.9,0.1,0,0.1,0.169,1,1.3,2.3,0
2017,Tim Hardaway Jr.,SG,25,NYK,57,54,33.1,6.3,15,0.421,2.3,7.2,0.317,0.496,2.6,3.1,0.816,3.9,2.7,1.1,0.2,1.6,2.2,17.5,14.4,0.533,23.8,1.6,1.1,2.6,0.067,0.5,-1.1,-0.6,0.7
2017,James Harden,SG,28,HOU,72,72,35.4,9,20.1,0.449,3.7,10,0.367,0.541,8.7,10.1,0.858,5.4,8.8,1.8,0.7,4.4,2.3,30.4,29.8,0.619,36.1,11.6,3.8,15.4,0.289,8.5,1.4,9.9,7.7
2017,Maurice Harkless,SF,24,POR,59,36,21.4,2.5,5,0.495,0.8,2,0.415,0.577,0.7,1,0.712,2.7,0.9,0.8,0.7,0.7,1.7,6.5,12.6,0.596,12.6,1.6,1.7,3.2,0.123,-0.4,1.7,1.4,1.1
2017,Montrezl Harrell,C,24,LAC,76,3,17,4.6,7.2,0.635,0,0.1,0.143,0.636,1.8,2.9,0.626,4,1,0.5,0.7,0.9,1.9,11,24.7,0.647,23.8,4.3,1.3,5.5,0.205,3.1,0.2,3.3,1.7
2017,Devin Harris,PG,34,TOT,71,1,18.9,2.6,6.4,0.412,1.1,3.2,0.348,0.499,2,2.4,0.835,1.8,2.1,0.7,0.2,1.1,2.2,8.4,13,0.563,20.2,1.6,0.9,2.5,0.089,-1.5,-0.3,-1.8,0.1
2017,Devin Harris,PG,34,DAL,44,1,18.3,2.7,6.5,0.415,1,2.8,0.352,0.493,2.1,2.5,0.83,1.9,1.9,0.8,0.2,1.1,2.3,8.5,13,0.563,20.2,1.6,0.9,2.5,0.089,-1.5,-0.3,-1.8,0.1
2017,Devin Harris,PG,34,DEN,27,0,19.7,2.6,6.3,0.406,1.3,3.8,0.343,0.509,1.8,2.1,0.845,1.6,2.5,0.5,0.1,1,2,8.2,13,0.563,20.2,1.6,0.9,2.5,0.089,-1.5,-0.3,-1.8,0.1
2017,Gary Harris,SG,23,DEN,67,65,34.4,6.6,13.6,0.485,2.3,5.9,0.396,0.57,2,2.4,0.827,2.6,2.9,1.8,0.2,1.8,1.8,17.5,16.5,0.597,20.7,3.9,1.5,5.5,0.114,1,-0.2,0.8,1.7
2017,Joe Harris,SG,26,BRK,78,14,25.3,3.9,8,0.491,1.9,4.6,0.419,0.612,1.1,1.3,0.827,3.3,1.6,0.4,0.3,1.2,2,10.8,13.3,0.634,16.6,3,0.9,4,0.097,0.7,-0.6,0.1,1
2017,Tobias Harris,PF,25,TOT,80,80,33.4,7,15.3,0.46,2.3,5.6,0.411,0.535,2.2,2.7,0.829,5.5,2.4,0.9,0.4,1.3,2.1,18.6,17.1,0.565,23.3,4.2,2.5,6.7,0.12,2.3,-0.4,1.9,2.6
2017,Tobias Harris,PF,25,DET,48,48,32.6,6.7,14.8,0.451,2.4,5.8,0.409,0.531,2.4,2.8,0.846,5.1,2,0.7,0.3,1.1,1.9,18.1,17.1,0.565,23.3,4.2,2.5,6.7,0.12,2.3,-0.4,1.9,2.6
2017,Tobias Harris,PF,25,LAC,32,32,34.5,7.6,16,0.473,2.2,5.3,0.414,0.541,2,2.5,0.8,6,3.1,1.2,0.6,1.7,2.3,19.3,17.1,0.565,23.3,4.2,2.5,6.7,0.12,2.3,-0.4,1.9,2.6
2017,Aaron Harrison,SG,23,DAL,9,3,25.9,2.1,7.7,0.275,1,4.8,0.209,0.341,1.4,1.9,0.765,2.7,1.2,1,0.2,0.3,3,6.7,5.1,0.392,15.5,-0.3,0.2,-0.1,-0.014,-6.8,-0.6,-7.5,-0.3
2017,Andrew Harrison,PG,23,MEM,56,46,23.7,3.2,7.7,0.422,0.8,2.5,0.331,0.477,2.2,2.8,0.78,2.3,3.2,0.7,0.5,1.4,2.5,9.5,12.7,0.534,19.6,1,0.7,1.7,0.062,-1,-0.5,-1.5,0.2
2017,Shaquille Harrison,PG,24,PHO,23,2,16.7,2.6,5.4,0.476,0.3,1.1,0.231,0.5,1.2,1.7,0.737,2.7,2.4,1.1,0.3,1,1.8,6.6,15.6,0.54,18,0.4,0.4,0.8,0.094,-2.3,1.7,-0.7,0.1
2017,Josh Hart,SG,22,LAL,63,23,23.2,2.8,6,0.469,1.2,3.1,0.396,0.573,1,1.5,0.702,4.2,1.3,0.7,0.3,0.7,1.7,7.9,12.2,0.596,13.5,1.9,1.5,3.4,0.111,-0.6,0.5,-0.1,0.7
2017,Udonis Haslem,C,37,MIA,14,0,5.1,0.2,1.1,0.2,0.1,0.6,0.125,0.233,0.1,0.1,0.5,0.7,0.4,0,0.1,0.1,0.2,0.6,1.8,0.252,11.1,-0.1,0.1,-0.1,-0.059,-5.9,-1.8,-7.7,-0.1
2017,Nigel Hayes,SF,23,TOT,9,0,13.6,1.2,3.7,0.333,0.4,1.8,0.25,0.394,0.1,0.3,0.333,2.4,0.7,0.2,0.3,0.2,0.9,3,6.4,0.393,13.3,-0.2,0.1,-0.1,-0.034,-3.7,-0.1,-3.8,-0.1
2017,Nigel Hayes,SF,23,LAL,2,0,5.5,0.5,1.5,0.333,0,1,0,0.333,0.5,0.5,1,0,1,0,0,0,0,1.5,6.4,0.393,13.3,-0.2,0.1,-0.1,-0.034,-3.7,-0.1,-3.8,-0.1
2017,Nigel Hayes,SF,23,TOR,2,0,3,1,1,1,1,1,1,1.5,0,0,,0,0,0,0,0.5,0,3,6.4,0.393,13.3,-0.2,0.1,-0.1,-0.034,-3.7,-0.1,-3.8,-0.1
2017,Nigel Hayes,SF,23,SAC,5,0,21,1.6,5.6,0.286,0.4,2.4,0.167,0.321,0,0.4,0,4.4,0.8,0.4,0.6,0.2,1.6,3.6,6.4,0.393,13.3,-0.2,0.1,-0.1,-0.034,-3.7,-0.1,-3.8,-0.1
2017,Gordon Hayward,SF,27,BOS,1,1,5,1,2,0.5,0,1,0,0.5,0,0,,1,0,0,0,0,1,2,7.3,0.5,17.9,0,0,0,0.056,-6.6,-0.8,-7.4,0
2017,Reggie Hearn,SG,26,DET,3,0,2.3,0.3,0.7,0.5,0.3,0.7,0.5,0.75,0,0,,0,0,0,0,0,0,1,13.1,0.75,12.7,0,0,0,0.132,2.9,-1.4,1.5,0
2017,Myke Henry,SF,25,MEM,20,0,18.9,2.1,5.5,0.376,1,2.9,0.328,0.463,0.3,0.5,0.6,1.9,1.1,1.6,0.3,1,1.4,5.4,9.7,0.472,15.7,-0.3,0.4,0.1,0.017,-3.1,1.8,-1.3,0.1
2017,John Henson,C,27,MIL,76,69,25.9,3.8,6.6,0.572,0,0.1,0.143,0.573,1.2,2.1,0.57,6.8,1.5,0.6,1.4,1.1,2.7,8.8,15.7,0.582,15,2.8,2.2,4.9,0.12,-1,0.1,-0.9,0.5
2017,Juan Hernangómez,PF,22,DEN,25,3,11.1,1.2,3,0.387,0.6,2,0.28,0.48,0.4,0.5,0.833,2.2,0.5,0.2,0.1,0.4,1,3.3,9.7,0.511,14,0.2,0.1,0.4,0.061,-1.6,-1.7,-3.3,-0.1
2017,Willy Hernangómez,C,23,TOT,48,1,10.3,1.9,3.4,0.555,0.1,0.3,0.417,0.57,1.2,1.9,0.656,3.8,0.7,0.4,0.3,0.7,1.3,5.1,21.2,0.604,21,1.1,0.7,1.8,0.174,0.9,0.5,1.4,0.4
2017,Willy Hernangómez,C,23,NYK,26,0,9,1.9,3.1,0.605,0,0.2,0.2,0.611,0.5,1.1,0.429,2.6,0.8,0.3,0.3,1,1.2,4.3,21.2,0.604,21,1.1,0.7,1.8,0.174,0.9,0.5,1.4,0.4
2017,Willy Hernangómez,C,23,CHO,22,1,11.9,1.9,3.8,0.506,0.2,0.3,0.571,0.53,2.1,2.8,0.758,5.3,0.5,0.5,0.4,0.4,1.5,6.1,21.2,0.604,21,1.1,0.7,1.8,0.174,0.9,0.5,1.4,0.4
2017,Mario Hezonja,SF,22,ORL,75,30,22.1,3.6,8.2,0.442,1.2,3.6,0.337,0.515,1.1,1.4,0.819,3.7,1.4,1.1,0.4,1.1,1.8,9.6,13.7,0.544,19.9,0.5,1.8,2.3,0.066,-0.9,0.4,-0.5,0.6
2017,Isaiah Hicks,PF,23,NYK,18,0,13.3,1.8,4,0.458,0.1,0.5,0.222,0.472,0.7,1,0.667,2.3,0.9,0.1,0.2,0.9,2.5,4.4,6.8,0.501,17.4,-0.1,0.1,0,-0.003,-6.4,-1.2,-7.6,-0.3
2017,Buddy Hield,SG,25,SAC,80,12,25.3,5.2,11.7,0.446,2.2,5.1,0.431,0.54,0.9,1,0.877,3.8,1.9,1.1,0.3,1.6,1.9,13.5,16.1,0.557,24.3,1.3,1.5,2.8,0.067,1.6,-0.5,1,1.5
2017,Nenê,C,35,HOU,52,4,14.6,2.6,4.6,0.569,0,0,0,0.569,1.3,2.1,0.636,3.4,0.9,0.5,0.3,0.7,2.4,6.5,16.4,0.594,18.9,1.5,1.1,2.6,0.163,-1.6,0.6,-1,0.2
2017,George Hill,PG,31,TOT,67,60,27,3.5,7.7,0.46,1.3,3.1,0.415,0.543,1.6,2.1,0.786,2.7,2.8,0.9,0.4,1.3,1.9,10,13.3,0.58,16.3,2.3,0.9,3.2,0.085,-0.2,-0.5,-0.8,0.6
2017,George Hill,PG,31,SAC,43,36,26.6,3.6,7.6,0.469,1.3,3,0.453,0.558,1.8,2.3,0.778,2.7,2.8,0.9,0.3,1.4,1.7,10.3,13.3,0.58,16.3,2.3,0.9,3.2,0.085,-0.2,-0.5,-0.8,0.6
2017,George Hill,PG,31,CLE,24,24,27.9,3.5,7.8,0.444,1.1,3.2,0.351,0.516,1.4,1.7,0.805,2.7,2.8,0.9,0.6,1.2,2.2,9.4,13.3,0.58,16.3,2.3,0.9,3.2,0.085,-0.2,-0.5,-0.8,0.6
2017,Solomon Hill,SF,26,NOP,12,1,15.6,0.9,3.4,0.268,0.3,1.8,0.19,0.317,0.3,0.5,0.5,3,1.8,0.6,0.1,0.8,1.8,2.4,4.8,0.332,12.2,-0.2,0.2,-0.1,-0.014,-5.3,0.5,-4.8,-0.1
2017,Darrun Hilliard,SG,24,SAS,14,0,6.8,0.4,1.4,0.263,0,0.4,0,0.263,0.4,0.5,0.857,0.5,0.8,0.1,0,0.3,0.5,1.1,3.4,0.362,12.3,-0.1,0.1,0,-0.015,-7.1,-0.8,-7.9,-0.1
2017,Jrue Holiday,SG,27,NOP,81,81,36.1,7.6,15.4,0.494,1.5,4.4,0.337,0.543,2.3,2.9,0.786,4.5,6,1.5,0.8,2.6,2.5,19,17.8,0.57,23.1,4.2,2.9,7.1,0.116,1.3,0.3,1.6,2.7
2017,Justin Holiday,SG,28,CHI,72,72,31.5,4,10.9,0.371,2.2,6.2,0.359,0.474,1.9,2.3,0.823,4,2.1,1.1,0.4,1.3,1.9,12.2,10.8,0.513,18.2,0.1,1.6,1.7,0.036,-1.6,-0.3,-1.9,0
2017,John Holland,SF,29,CLE,24,0,7.3,0.7,2.5,0.288,0.5,1.5,0.306,0.381,0.4,0.5,0.692,1,0.2,0.3,0.1,0.3,0.4,2.3,5.9,0.417,18.5,-0.3,0.1,-0.2,-0.05,-3.6,-1.9,-5.5,-0.2
2017,Rondae Hollis-Jefferson,SF,23,BRK,68,59,28.2,5,10.6,0.472,0.2,0.8,0.241,0.481,3.7,4.6,0.788,6.8,2.5,1,0.7,1.8,2.1,13.9,16.9,0.548,22.2,2.1,2,4.1,0.103,-0.3,0.4,0.1,1
2017,Richaun Holmes,C,24,PHI,48,2,15.5,2.8,5,0.56,0.1,0.6,0.129,0.568,0.8,1.2,0.661,4.4,1.3,0.4,0.6,0.5,2,6.5,17.4,0.585,16.6,1.6,1.3,2.8,0.183,-0.3,1.4,1.1,0.6
2017,Rodney Hood,SG,25,TOT,60,23,26.9,5.4,12.5,0.429,2.1,5.6,0.381,0.513,1.9,2.2,0.86,2.8,1.6,0.8,0.2,1.2,1.8,14.7,14.3,0.546,24.3,1.2,1.5,2.7,0.081,0.8,-0.9,-0.1,0.8
2017,Rodney Hood,SG,25,UTA,39,12,27.8,6,14.2,0.424,2.6,6.7,0.389,0.516,2.2,2.5,0.876,2.8,1.7,0.8,0.2,1.6,1.6,16.8,14.3,0.546,24.3,1.2,1.5,2.7,0.081,0.8,-0.9,-0.1,0.8
2017,Rodney Hood,SG,25,CLE,21,11,25.3,4.2,9.5,0.442,1.2,3.4,0.352,0.505,1.2,1.5,0.813,2.6,1.4,0.7,0.2,0.3,2,10.8,14.3,0.546,24.3,1.2,1.5,2.7,0.081,0.8,-0.9,-0.1,0.8
2017,Scotty Hopson,SG,28,DAL,1,0,8,0,1,0,0,0,,0,1,2,0.5,0,1,0,0,1,0,1,-4.6,0.266,16.3,0,0,0,-0.238,-9.2,-4.7,-14,0
2017,Al Horford,C,31,BOS,72,72,31.6,5.1,10.5,0.489,1.3,3.1,0.429,0.553,1.3,1.7,0.783,7.4,4.7,0.6,1.1,1.8,1.9,12.9,17.6,0.575,18.4,4,3.8,7.8,0.165,2.4,2,4.4,3.7
2017,Danuel House,SG,24,PHO,23,3,17.5,2.4,5.6,0.434,0.7,2.5,0.259,0.492,1.1,1.3,0.806,3.3,1.1,0.3,0.3,0.5,1,6.6,12.4,0.533,16.2,0.4,0.1,0.6,0.066,-0.8,-0.8,-1.6,0
2017,Dwight Howard,C,32,CHO,81,81,30.4,6.2,11.2,0.555,0,0.1,0.143,0.556,4.1,7.2,0.574,12.5,1.3,0.6,1.6,2.6,3.1,16.6,20.5,0.577,24.2,2.9,3.9,6.8,0.132,-0.3,0.1,-0.1,1.2
2017,Josh Huestis,PF,26,OKC,69,10,14.2,0.9,2.6,0.33,0.5,1.7,0.287,0.42,0.1,0.3,0.3,2.3,0.3,0.2,0.6,0.4,1.2,2.3,5.4,0.417,9.5,-0.5,1,0.5,0.024,-3.9,0,-3.9,-0.5
2017,R.J. Hunter,SG,24,HOU,5,1,9,1.4,4,0.35,0.6,2.8,0.214,0.425,0.4,0.4,1,1,0.6,0.6,0,0.4,1.4,3.8,8.5,0.455,22.5,0,0.1,0,0.022,-5.2,1.9,-3.3,0
2017,Vince Hunter,PF,23,MEM,4,0,1.8,0.8,1.3,0.6,0,0,,0.6,0,0,,0.8,0,0,0.3,0.3,0,1.5,35.8,0.6,38.5,0,0,0,0.097,10.4,-0.7,9.7,0
2017,Serge Ibaka,PF,28,TOR,76,76,27.5,5,10.3,0.483,1.4,3.9,0.36,0.552,1.2,1.6,0.797,6.3,0.8,0.4,1.3,1.2,2.8,12.6,14.7,0.574,19.4,2.1,3,5.1,0.117,-0.1,0,-0.1,1
2017,Andre Iguodala,SF,34,GSW,64,7,25.3,2.3,5,0.463,0.5,1.8,0.282,0.514,0.9,1.4,0.632,3.8,3.3,0.8,0.6,1,1.5,6,11.2,0.536,11.5,1.6,1.6,3.2,0.094,-1.1,0.8,-0.3,0.7
2017,Ersan İlyasova,PF,30,TOT,69,43,25.1,4,8.9,0.452,1.3,3.7,0.36,0.526,1.5,2,0.778,5.9,1.3,0.9,0.4,1,2.3,10.9,14.9,0.558,18.7,2.2,1.9,4,0.112,-0.2,-0.4,-0.6,0.6
2017,Ersan İlyasova,PF,30,ATL,46,40,25.5,4,8.7,0.459,1.3,3.7,0.359,0.535,1.6,2,0.8,5.5,1.1,1,0.4,0.9,2,10.9,14.9,0.558,18.7,2.2,1.9,4,0.112,-0.2,-0.4,-0.6,0.6
2017,Ersan İlyasova,PF,30,PHI,23,3,24.1,4,9.2,0.439,1.3,3.6,0.361,0.509,1.4,2,0.733,6.7,1.7,0.7,0.4,1.3,2.8,10.8,14.9,0.558,18.7,2.2,1.9,4,0.112,-0.2,-0.4,-0.6,0.6
2017,Joe Ingles,SF,30,UTA,82,81,31.4,4.1,8.8,0.467,2.5,5.7,0.44,0.609,0.8,1,0.795,4.2,4.8,1.1,0.2,1.9,2.2,11.5,14.4,0.623,15.9,4,3.6,7.6,0.141,1,1.3,2.3,2.8
2017,Andre Ingram,SG,32,LAL,2,0,32,4,8.5,0.471,2.5,4.5,0.556,0.618,1.5,1.5,1,3,3.5,1.5,1.5,1.5,1.5,12,16.3,0.655,14.1,0.1,0.1,0.2,0.157,1.7,2.5,4.3,0.1
2017,Brandon Ingram,SF,20,LAL,59,59,33.5,6.1,12.9,0.47,0.7,1.8,0.39,0.497,3.3,4.8,0.681,5.3,3.9,0.8,0.7,2.5,2.8,16.1,13.8,0.536,22.2,1,1.8,2.8,0.068,-0.9,-0.3,-1.2,0.4
2017,Kyrie Irving,PG,25,BOS,60,60,32.2,8.9,18.1,0.491,2.8,6.8,0.408,0.568,3.9,4.4,0.889,3.8,5.1,1.1,0.3,2.3,2,24.4,25,0.61,31,6.3,2.7,8.9,0.222,6.4,0.9,7.3,4.5
2017,Jonathan Isaac,PF,20,ORL,27,10,19.9,2,5.4,0.379,0.6,1.7,0.348,0.434,0.7,0.9,0.76,3.7,0.7,1.2,1.1,1,1.8,5.4,9.8,0.465,15,-0.6,0.8,0.2,0.021,-3.8,2.4,-1.4,0.1
2017,Wesley Iwundu,SF,23,ORL,62,12,16.5,1.5,3.5,0.427,0.1,0.7,0.196,0.447,0.5,0.8,0.723,2.2,0.9,0.5,0.2,0.5,1.3,3.7,7.8,0.48,11.6,0,0.7,0.7,0.032,-4.2,-0.1,-4.3,-0.6
2017,Jarrett Jack,PG,34,NYK,62,56,25,3,7.1,0.427,0.4,1.4,0.291,0.455,1,1.2,0.84,3.1,5.6,0.6,0.1,1.9,1.6,7.5,11.5,0.489,16.7,0.5,0.7,1.2,0.036,-1.6,-1.3,-2.8,-0.3
2017,Aaron Jackson,PG,31,HOU,1,0,35,3,9,0.333,1,4,0.25,0.389,1,2,0.5,3,1,0,0,1,4,8,2.4,0.405,13.7,0,0,0,-0.017,-6.6,-2.3,-8.9,-0.1
2017,Demetrius Jackson,PG,23,TOT,15,0,5.3,0.5,1.2,0.389,0.1,0.5,0.143,0.417,0.1,0.1,0.5,0.8,0.6,0.3,0.1,0.7,0.5,1.1,5.4,0.424,15.8,-0.2,0.1,-0.1,-0.047,-6.1,0.9,-5.2,-0.1
2017,Demetrius Jackson,PG,23,HOU,12,0,5.3,0.3,1.2,0.286,0,0.5,0,0.286,0,0,,0.9,0.4,0.3,0.1,0.8,0.5,0.7,5.4,0.424,15.8,-0.2,0.1,-0.1,-0.047,-6.1,0.9,-5.2,-0.1
2017,Demetrius Jackson,PG,23,PHI,3,0,5.7,1,1.3,0.75,0.3,0.3,1,0.875,0.3,0.7,0.5,0.3,1.3,0.3,0,0.3,0.3,2.7,5.4,0.424,15.8,-0.2,0.1,-0.1,-0.047,-6.1,0.9,-5.2,-0.1
2017,Josh Jackson,SF,20,PHO,77,35,25.4,5.1,12.1,0.417,0.7,2.8,0.263,0.448,2.3,3.6,0.634,4.6,1.5,1,0.5,1.9,2.8,13.1,11.8,0.48,26,-2,1.2,-0.7,-0.018,-2.8,-1.4,-4.2,-1.1
2017,Justin Jackson,SF,22,SAC,68,41,22.1,2.7,6.2,0.442,0.8,2.7,0.308,0.51,0.4,0.5,0.722,2.8,1.1,0.4,0.2,0.6,1.2,6.7,9.2,0.521,14.2,0.4,0.5,1,0.031,-2.4,-1.1,-3.5,-0.6
2017,Reggie Jackson,PG,27,DET,45,45,26.7,5.5,12.8,0.426,1.2,3.8,0.308,0.471,2.5,3,0.836,2.8,5.3,0.6,0.1,2.2,1.9,14.6,15.9,0.516,27.1,1.1,0.9,2,0.078,1,-1.4,-0.4,0.5
